event_id,trip_id,driver_id,passenger_id,reservation_id,event_type,reservation_status,departure_city,destination_city,route,price_per_seat,seats_total,seats_change,price_category,event_ts,trip_publish_ts,trip_departure_ts,annee,mois,jour,heure,trimestre,trimestre_label,mois_nom,jour_semaine,jour_semaine_num,semaine,date,periode_journee,driver_name,passenger_name
EVTG7NVKBJN7F,TRP0930,DRV0029,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ariana,Tozeur,Ariana → Tozeur,27.7,3,0,Premium,2025-01-01 00:40:00,2025-01-01 00:40:00,2025-01-05 10:40:00,2025,1,1,0,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Hedi Karray,Pas de passager
EVTOGWIBJB6M9,TRP0022,DRV0016,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Jendouba,Manouba,Jendouba → Manouba,21.1,2,0,Premium,2025-01-01 01:00:00,2025-01-01 01:00:00,2025-01-08 06:25:00,2025,1,1,1,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Sami Chaabane,Pas de passager
EVTBXDQ30PEGZ,TRP1630,DRV0008,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gabes,Sfax,Gabes → Sfax,19.4,2,0,Standard,2025-01-01 01:00:00,2025-01-01 01:00:00,2025-01-02 20:00:00,2025,1,1,1,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Youssef Karray,Pas de passager
EVTQH6YHXHI7C,TRP1656,DRV0053,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gafsa,Jendouba,Gafsa → Jendouba,11.2,2,0,Standard,2025-01-01 01:00:00,2025-01-01 01:00:00,2025-01-01 12:15:00,2025,1,1,1,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Khalil Khelifi,Pas de passager
EVT57QQDG5WX2,TRP2379,DRV0051,PAS0243,RSVWMVM7FOGBM,reservation_created,active,Hammamet,Jendouba,Hammamet → Jendouba,17.9,2,1,Standard,2025-01-01 01:02:25,2025-01-01 00:00:00,2025-01-01 23:10:00,2025,1,1,1,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Rim Karray,Asma Gharbi
EVTYYMVVG7H0Q,TRP0514,DRV0057,PAS0415,RSVFQU0LMRFY1,reservation_cancelled,cancelled,Zarzis,Monastir,Zarzis → Monastir,20.8,4,-1,Premium,2025-01-01 01:05:50,2025-01-01 00:00:00,2025-01-01 02:35:00,2025,1,1,1,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Sami Bouazizi,Mehdi Souissi
EVTPBM51IZ0UH,TRP0514,DRV0057,PAS0114,RSV7SJU0VHIIN,reservation_created,active,Zarzis,Monastir,Zarzis → Monastir,20.8,4,1,Premium,2025-01-01 01:17:06,2025-01-01 00:00:00,2025-01-01 02:35:00,2025,1,1,1,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Sami Bouazizi,Ahmed Bouslama
EVT4XVRYDAFV8,TRP0905,DRV0009,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Kebili,Mahdia,Kebili → Mahdia,21.6,4,0,Premium,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-07 07:35:00,2025,1,1,2,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Asma Dali,Pas de passager
EVTZD2LGUQION,TRP1135,DRV0016,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gafsa,Jendouba,Gafsa → Jendouba,11.4,4,0,Standard,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-02 13:45:00,2025,1,1,2,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Sami Chaabane,Pas de passager
EVTYO3UM330BO,TRP1968,DRV0048,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Nabeul,Gafsa,Nabeul → Gafsa,22.6,3,0,Premium,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-16 22:20:00,2025,1,1,2,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ilyes Bouslama,Pas de passager
EVT969TRJ7O6Y,TRP2106,DRV0012,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Mahdia,Nabeul,Mahdia → Nabeul,10.2,3,0,Standard,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-11 18:45:00,2025,1,1,2,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ameni Bouslama,Pas de passager
EVTTXLQ0ZI2L5,TRP1012,DRV0021,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Mahdia,Hammamet,Mahdia → Hammamet,10.3,2,0,Standard,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-10 09:15:00,2025,1,1,2,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Sami Ben Ali,Pas de passager
EVTS5PYYZ5YMI,TRP0059,DRV0050,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Sousse,Tunis,Sousse → Tunis,12.0,3,0,Standard,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-10 17:30:00,2025,1,1,2,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Wassim Dali,Pas de passager
EVT1WB0BJHPPI,TRP0858,DRV0048,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Hammamet,Nabeul,Hammamet → Nabeul,13.1,3,0,Standard,2025-01-01 03:00:00,2025-01-01 03:00:00,2025-01-01 06:35:00,2025,1,1,3,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ilyes Bouslama,Pas de passager
EVTQEJKAZRVZD,TRP0402,DRV0054,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Sfax,Hammamet,Sfax → Hammamet,12.4,3,0,Standard,2025-01-01 03:00:00,2025-01-01 03:00:00,2025-01-10 12:20:00,2025,1,1,3,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ameni Mansouri,Pas de passager
EVT2XN7YRPXT6,TRP1437,DRV0012,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Monastir,Mahdia,Monastir → Mahdia,10.2,3,0,Standard,2025-01-01 03:00:00,2025-01-01 03:00:00,2025-01-04 05:15:00,2025,1,1,3,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ameni Bouslama,Pas de passager
EVTV2EH2YOVPZ,TRP0858,DRV0048,PAS0434,RSVJOP55MD9EN,reservation_created,active,Hammamet,Nabeul,Hammamet → Nabeul,13.1,3,1,Standard,2025-01-01 03:10:57,2025-01-01 03:00:00,2025-01-01 06:35:00,2025,1,1,3,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ilyes Bouslama,Eya Masmoudi
EVT26IFN9K088,TRP0858,DRV0048,PAS0349,RSVHZW8QJKJYO,reservation_created,active,Hammamet,Nabeul,Hammamet → Nabeul,13.1,3,1,Standard,2025-01-01 03:16:32,2025-01-01 03:00:00,2025-01-01 06:35:00,2025,1,1,3,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ilyes Bouslama,Mehdi Souissi
EVT1LY0OCRVQZ,TRP0488,DRV0006,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ben Arous,Tunis,Ben Arous → Tunis,10.5,3,0,Standard,2025-01-01 04:00:00,2025-01-01 04:00:00,2025-01-09 23:15:00,2025,1,1,4,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Mouna Kouki m,Pas de passager
EVTR5KLS0RSHM,TRP2202,DRV0026,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Bizerte,Hammamet,Bizerte → Hammamet,16.4,3,0,Standard,2025-01-01 04:00:00,2025-01-01 04:00:00,2025-01-10 19:25:00,2025,1,1,4,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Mariem Trabelsi,Pas de passager
EVTCR0L32U5CX,TRP1383,DRV0002,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ben Arous,Gabes,Ben Arous → Gabes,29.5,2,0,Premium,2025-01-01 04:00:00,2025-01-01 04:00:00,2025-01-02 12:55:00,2025,1,1,4,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Youssef Hammami,Pas de passager
EVTV2NP1N1V96,TRP2413,DRV0022,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Sfax,Ariana,Sfax → Ariana,15.1,3,0,Standard,2025-01-01 04:00:00,2025-01-01 04:00:00,2025-01-02 05:40:00,2025,1,1,4,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Asma Zouari,Pas de passager
EVT2Y7JUYHTLH,TRP0858,DRV0048,PAS0265,RSVPMR0VP3B3H,reservation_created,active,Hammamet,Nabeul,Hammamet → Nabeul,13.1,3,1,Standard,2025-01-01 04:18:35,2025-01-01 03:00:00,2025-01-01 06:35:00,2025,1,1,4,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Ilyes Bouslama,Wassim Trabelsi
EVTHXX5KWIY71,TRP2394,DRV0044,PAS0099,RSV5OPAC7JU90,reservation_created,active,Ariana,Mahdia,Ariana → Mahdia,15.8,3,1,Standard,2025-01-01 04:35:04,2025-01-01 00:00:00,2025-01-01 12:00:00,2025,1,1,4,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Wassim Mansouri,Nour Karray
EVTOWA4RZMWDE,TRP1615,DRV0023,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Kairouan,Gabes,Kairouan → Gabes,14.1,3,0,Standard,2025-01-01 05:00:00,2025-01-01 05:00:00,2025-01-12 06:25:00,2025,1,1,5,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Khalil Masmoudi,Pas de passager
EVTUR4LMY2CXN,TRP1232,DRV0001,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ariana,Manouba,Ariana → Manouba,6.9,2,0,Économique,2025-01-01 05:00:00,2025-01-01 05:00:00,2025-01-01 18:45:00,2025,1,1,5,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Aziz Khelifi,Pas de passager
EVTX6CZH5F983,TRP2413,DRV0022,PAS0173,RSVSSO707CM6P,reservation_created,active,Sfax,Ariana,Sfax → Ariana,15.1,3,1,Standard,2025-01-01 05:10:10,2025-01-01 04:00:00,2025-01-02 05:40:00,2025,1,1,5,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Asma Zouari,Asma Bouazizi
EVT24DE4I3527,TRP1510,DRV0008,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Sousse,Bizerte,Sousse → Bizerte,17.2,2,0,Standard,2025-01-01 05:20:00,2025-01-01 05:20:00,2025-01-22 13:20:00,2025,1,1,5,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Youssef Karray,Pas de passager
EVTL6XN1NY7IF,TRP1656,DRV0053,PAS0337,RSVOD9C4O0FSM,reservation_created,active,Gafsa,Jendouba,Gafsa → Jendouba,11.2,2,1,Standard,2025-01-01 05:41:14,2025-01-01 01:00:00,2025-01-01 12:15:00,2025,1,1,5,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Khalil Khelifi,Hedi Dali
EVTXYXN6OKOUA,TRP1232,DRV0001,PAS0095,RSVXIFKQ7BR8J,reservation_created,active,Ariana,Manouba,Ariana → Manouba,6.9,2,1,Économique,2025-01-01 05:52:42,2025-01-01 05:00:00,2025-01-01 18:45:00,2025,1,1,5,1,T1,January,Wednesday,2,1,2025-01-01,Nuit,Aziz Khelifi,Youssef Chaabane
EVTHVUE3U1F5R,TRP1121,DRV0046,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ben Arous,Sousse,Ben Arous → Sousse,19.2,4,0,Standard,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-05 12:25:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Youssef Masmoudi,Pas de passager
EVTQKBR9FYYVM,TRP1710,DRV0027,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Hammamet,Kairouan,Hammamet → Kairouan,12.1,2,0,Standard,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-13 18:00:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Ahmed Ferjani,Pas de passager
EVTP6VCRJJP6E,TRP1462,DRV0019,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Bizerte,Gabes,Bizerte → Gabes,8.7,2,0,Économique,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-03 09:55:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Skander Kouki m,Pas de passager
EVTNOA21IHYAU,TRP1180,DRV0059,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gafsa,Ben Arous,Gafsa → Ben Arous,27.7,3,0,Premium,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-17 13:10:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Eya Gharbi,Pas de passager
EVTUCL37PR5A5,TRP0834,DRV0019,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Zarzis,Gafsa,Zarzis → Gafsa,11.7,4,0,Standard,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-16 14:40:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Skander Kouki m,Pas de passager
EVT2I5WLLDAAE,TRP0474,DRV0034,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Sfax,Tunis,Sfax → Tunis,11.7,3,0,Standard,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-01 18:30:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Mariem Bouslama,Pas de passager
EVT5E7AO8ONGZ,TRP1630,DRV0008,PAS0171,RSVHXKJU46BAL,reservation_created,active,Gabes,Sfax,Gabes → Sfax,19.4,2,1,Standard,2025-01-01 06:18:39,2025-01-01 01:00:00,2025-01-02 20:00:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Youssef Karray,Aziz Chaabane
EVTT6WZPR4ZQB,TRP1121,DRV0046,PAS0079,RSVFZN1QF40QQ,reservation_created,active,Ben Arous,Sousse,Ben Arous → Sousse,19.2,4,2,Standard,2025-01-01 06:31:09,2025-01-01 06:00:00,2025-01-05 12:25:00,2025,1,1,6,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Youssef Masmoudi,Youssef Hammami
EVTOLMYQA78CU,TRP0284,DRV0014,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Jendouba,Monastir,Jendouba → Monastir,12.2,3,0,Standard,2025-01-01 07:00:00,2025-01-01 07:00:00,2025-01-10 04:30:00,2025,1,1,7,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Mouna Bouslama,Pas de passager
EVTNDXSSCHJ31,TRP1196,DRV0054,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Tunis,Beja,Tunis → Beja,14.3,3,0,Standard,2025-01-01 07:00:00,2025-01-01 07:00:00,2025-01-11 19:40:00,2025,1,1,7,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Ameni Mansouri,Pas de passager
EVTFR7CM4IWTA,TRP2483,DRV0027,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gafsa,Ben Arous,Gafsa → Ben Arous,25.8,2,0,Premium,2025-01-01 07:00:00,2025-01-01 07:00:00,2025-01-07 17:05:00,2025,1,1,7,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Ahmed Ferjani,Pas de passager
EVT44IX52UZ3K,TRP1135,DRV0016,PAS0232,RSVSDVXQK9UF2,reservation_created,active,Gafsa,Jendouba,Gafsa → Jendouba,11.4,4,2,Standard,2025-01-01 07:43:20,2025-01-01 02:00:00,2025-01-02 13:45:00,2025,1,1,7,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Sami Chaabane,Ahmed Jebali
EVTQHZEDCJ9ZQ,TRP0845,DRV0032,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Hammamet,Sfax,Hammamet → Sfax,15.5,4,0,Standard,2025-01-01 08:20:00,2025-01-01 08:20:00,2025-01-02 15:20:00,2025,1,1,8,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Wassim Souissi,Pas de passager
EVTNM7KO3V481,TRP0474,DRV0034,PAS0336,RSVMGKLCWSEVW,reservation_created,active,Sfax,Tunis,Sfax → Tunis,11.7,3,2,Standard,2025-01-01 08:42:45,2025-01-01 06:00:00,2025-01-01 18:30:00,2025,1,1,8,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Mariem Bouslama,Bilel Saidi
EVTRZ4D4YJI35,TRP0145,DRV0015,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gabes,Bizerte,Gabes → Bizerte,14.6,2,0,Standard,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-14 15:15:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Asma Ben Ali,Pas de passager
EVTXUIIY3XGWK,TRP0314,DRV0030,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ariana,Tunis,Ariana → Tunis,11.7,4,0,Standard,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-04 08:45:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Bilel Chaabane,Pas de passager
EVTDGAMRH4FZZ,TRP0631,DRV0032,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Tozeur,Ariana,Tozeur → Ariana,21.2,3,0,Premium,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-20 18:50:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Wassim Souissi,Pas de passager
EVTJN85ZQOJUP,TRP1383,DRV0002,PAS0389,RSVP21OKBXSPV,reservation_created,active,Ben Arous,Gabes,Ben Arous → Gabes,29.5,2,1,Premium,2025-01-01 09:09:27,2025-01-01 04:00:00,2025-01-02 12:55:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Youssef Hammami,Mehdi Gharbi
EVT22GSDPNLQC,TRP1656,DRV0053,PAS0370,RSVWIGAYL6N5T,reservation_created,active,Gafsa,Jendouba,Gafsa → Jendouba,11.2,2,1,Standard,2025-01-01 09:42:31,2025-01-01 01:00:00,2025-01-01 12:15:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Khalil Khelifi,Skander Guezguez
EVTSKTHBAHK7S,TRP1383,DRV0002,PAS0289,RSVS59L5XN4UN,reservation_created,active,Ben Arous,Gabes,Ben Arous → Gabes,29.5,2,1,Premium,2025-01-01 09:47:01,2025-01-01 04:00:00,2025-01-02 12:55:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Youssef Hammami,Bilel Souissi
EVTGUYZ5IPHJT,TRP1462,DRV0019,PAS0220,RSV86LSGUD4M3,reservation_created,active,Bizerte,Gabes,Bizerte → Gabes,8.7,2,1,Économique,2025-01-01 09:58:15,2025-01-01 06:00:00,2025-01-03 09:55:00,2025,1,1,9,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Skander Kouki m,Ilyes Jebali
EVT93X4OEARNW,TRP0589,DRV0023,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Ariana,Hammamet,Ariana → Hammamet,6.0,4,0,Économique,2025-01-01 10:00:00,2025-01-01 10:00:00,2025-01-04 19:50:00,2025,1,1,10,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Khalil Masmoudi,Pas de passager
EVTENI8WX46QG,TRP0388,DRV0029,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Mahdia,Manouba,Mahdia → Manouba,23.5,3,0,Premium,2025-01-01 10:00:00,2025-01-01 10:00:00,2025-01-03 21:25:00,2025,1,1,10,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Hedi Karray,Pas de passager
EVTQGDZK0XF0T,TRP1753,DRV0003,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Kebili,Beja,Kebili → Beja,13.4,3,0,Standard,2025-01-01 10:00:00,2025-01-01 10:00:00,2025-01-15 07:40:00,2025,1,1,10,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Asma Karray,Pas de passager
EVT8VH1XSN66R,TRP0979,DRV0028,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Monastir,Kairouan,Monastir → Kairouan,7.3,3,0,Économique,2025-01-01 10:00:00,2025-01-01 10:00:00,2025-01-06 17:55:00,2025,1,1,10,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Ahmed Khelifi,Pas de passager
EVTMHB3HPTX8H,TRP1135,DRV0016,PAS0433,RSVX2Q50Q4FC0,reservation_created,active,Gafsa,Jendouba,Gafsa → Jendouba,11.4,4,1,Standard,2025-01-01 10:35:09,2025-01-01 02:00:00,2025-01-02 13:45:00,2025,1,1,10,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Sami Chaabane,Rim Gharbi
EVTPAUTZSP5WH,TRP2394,DRV0044,PAS0234,RSV7DJT2C3GH4,reservation_created,active,Ariana,Mahdia,Ariana → Mahdia,15.8,3,1,Standard,2025-01-01 10:55:41,2025-01-01 00:00:00,2025-01-01 12:00:00,2025,1,1,10,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Wassim Mansouri,Asma Guezguez
EVTPW624U41TQ,TRP2223,DRV0030,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Monastir,Zarzis,Monastir → Zarzis,27.4,3,0,Premium,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-10 01:50:00,2025,1,1,11,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Bilel Chaabane,Pas de passager
EVTDA6C6W5B2D,TRP2138,DRV0030,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gafsa,Sousse,Gafsa → Sousse,26.2,3,0,Premium,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-06 21:25:00,2025,1,1,11,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Bilel Chaabane,Pas de passager
EVTXU7U0C0Y5F,TRP2452,DRV0026,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gafsa,Kebili,Gafsa → Kebili,9.1,2,0,Économique,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-02 05:35:00,2025,1,1,11,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Mariem Trabelsi,Pas de passager
EVTCJTQEJPPTT,TRP1706,DRV0039,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Manouba,Ariana,Manouba → Ariana,11.4,2,0,Standard,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-15 19:05:00,2025,1,1,11,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Sami Guezguez,Pas de passager
EVTBD6NZ1Z9ZO,TRP0473,DRV0041,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Nabeul,Ariana,Nabeul → Ariana,5.0,2,0,Économique,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-03 20:00:00,2025,1,1,11,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Eya Bouazizi,Pas de passager
EVTLMB4LYBEDR,TRP0689,DRV0007,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gabes,Tunis,Gabes → Tunis,12.2,3,0,Standard,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-03 09:15:00,2025,1,1,11,1,T1,January,Wednesday,2,1,2025-01-01,Matin,Ameni Trabelsi,Pas de passager
